record_id,source_system,customer_id,customer_name,customer_email,phone_raw,age_raw,gender_raw,signup_date_raw,order_id,order_date_raw,ship_date_raw,delivery_date_raw,customer_timezone,country_raw,city_raw,postal_code_raw,product_category_raw,product_name_raw,sku_raw,quantity_raw,unit_price_raw,currency_raw,discount_raw,shipping_cost_raw,item_weight_raw,payment_method_raw,order_status_raw,returned_flag_raw,return_reason_raw,satisfaction_score_raw,loyalty_points_raw,site_visits_last30_raw,support_tickets_90d_raw,distance_to_warehouse_km_raw,campaign_source_raw,customer_segment_raw,support_ticket_date_raw,complaint_text_raw,ingestion_batch,data_source_note
GM-00621,Market Place,CUST-000418,Amina Kowalski,amina.kowalski13@gmail.com,+63 900 716 3131,45,NB,07-06-2023,ORD-C7IX6JUA,17-Feb-2025 00:00,2025-02-27,06 Mar 2025,PST,Germany,N/A,E3X 7K2,Clothing,Denim Jacket,,1,€129.39,EUR,31.4%,17.21,1.909,GCash,shipping,No,,4,692,4,2,NULL,FB,NEW,07-04-2025,Address contains special characters and courier could not read it.,batch_C_windows1252,Some returns are recorded only in support tickets.
GM-01142,Mobile App,CUST-000368,Liam Cruz,liam.cruz529@yahoo.com,+81-71-1646-0314,45,F,11/09/20,ORD-QZQDN2D0,05/17/2024 12:00 AM,2024-05-20 00:00,20240603,,Canada,Calgary,35784,Fashion,Cotton Polo Shirt,,2,CAD 364.17,CAD,9.9%,43.14,0.412,cod,Returnd,returned,Late delivery,1,592,1,0,191.44,Google Ads,At Risk,2024-07-09 00:00,na,batch_B_latin1,Currency conversion not yet standardized.
GM-00169,partner-api,CUST-000444,André François,andr.franois551@example..com,+63 946 163 8816,58,,2024-08-10,ORD-V9WXN91T,20251027,10/29/2025,N/A,,switzerland,Lausanne,0000,Electronic,unknown,SKU-ELE-4658,6,668.46,CHF,26.7%,CHF 17.95,7.458,ATM card,delivered,No,,-,211,6,0,174.36,Influencer,VIP,"Nov 13, 2025",The item was damaged when opened.,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-00864,Call Center,CUST-000770,Sofia O’Connor,sofia.oconnor@yahoocom,+1 (9) 025-8061,30,male,2020-06-24,ORD-U5AW2YHR,2024/04/24,04/29/2024,0000-00-00,,Japan,Osaka,0000,elec,Café Espresso Maker,,2,119875.02,JPY,15.4%,1558.77 ,3.347,bank xfer,unknown,No,,5,444,0,2,244.67,unknown,occasional,10/07/24,Address contains special characters and courier could not read it.,batch_B_latin1,Duplicate order records possible due to API retry.
GM-01112,mobile,CUST-000365,Jürgen García,jrgen.garca271@company.com,+41 98 177 07 77,53,unknown,20201111,ORD-91IEO974,"Nov 14, 2024",13-11-2024,06/12/24,CET,France,Nice,5597,Fashion,Running Shoes,FA 308,1,256.91,EUR,24.8%,€23.53,-,Apple-Pay,pending,Y,,1 star,477,11,1,395.67,google,Loyal,None,?,batch_A_utf8,Some returns are recorded only in support tickets.
GM-01813,marketplace,CUST-000766,-,lucas.kim778@outlook.com,+1 (0) 155-1674,30 years,?,2022-02-20,ORD-5L6ED68W,03/29/2025 12:00 AM,"Mar 28, 2025",03/28/2025 12:00 AM,PHT,Nippon,Yokohama,91855,fashion,Cotton Polo Shirt,,1,45723.98,JPY,4.6%,2645.40,4.048,wire,ok,No,none,4,638,20,1,1042.44,facebook,Loyal,05/05/25,None,legacy_excel_export,"Merged from checkout, CRM, and support extracts."
GM-01935,Call Center,CUST-000205,André Miller,andr.miller528@hotmail.com,+63 902 584 4465,22,Male,10-08-2025,ORD-P296MM6E,06-Oct-2025 00:00,10/14/2025 12:00 AM,2025-11-04 00:00,NA,France,Nice,8089,Media/Books,MACHINE LEARNING POCKETBOOK,BO 453,2,51.31,EUR,42.3%,€4.00,6.812,debit,Completed,No,,NULL,603,14,1,164.14,none,Dormant,na,na,legacy_excel_export,Some returns are recorded only in support tickets.
GM-01180,Store,CUST-001044,Mateo Hernández,mateo.hernndez656@company.com,+41 44 170 80 74,45,Non-binary,"Oct 07, 2020",ORD-JTYNOQYH,,04/01/2024 12:00 AM,04/08/2024,America/New_York,United States,Austin,87767,Apparel,Running Shoes,sku_455245,2,109.54,USD,17%,24.66,2.870,cash delivery,delivered,No,,None,376,14,1,1049.83,Influencer,Occasional,27-May-2024 00:00,Entrega atrasada em SÃ£o Paulo.,api_stream_v2,Dates came from mixed regional settings.
GM-00474,Mobile App,CUST-000202,Chloe Schneider,chloe.schneider906@company.com,+63 907 535 3542,58,NB,2023-10-31,ORD-VETN3GUJ,02 Jan 2024,20240112,10-02-2024,CET,Canada,Ottawa,6542,SPORTS,Yoga Mat,sku_249025,20,C$203.19,CAD,1%,25.12,2.24 kg,PayPal,In Transit,No,,1,779,25,0,1497.11,Email Campaign,NEW,2/30/25,?,legacy_excel_export,Dates came from mixed regional settings.
GM-01318,Mobile App,CUST-000171,FRANÇOIS CRUZ,franois.cruz199@gmai.com,+81-60-6774-4425,50,M,02/25/2024,ORD-5P8F3OIC,"Mar 25, 2024",02 Apr 2024,2024-03-30 00:00,PHT,Philippines,Taguig,0000,Health & Beauty,Hair Dryer,SKU-BEA-6160,2,8053.91,PHP,1.7%,997.01,1.894,Apple-Pay,DELIVERED,No,,4,165,8,1,53.51,facebook,V.I.P.,2024-05-01 00:00,None,batch_C_windows1252,Legacy export may contain mojibake in names/cities.
GM-00839,call centre,CUST-000252,NA,olivia.mller@outlookcom,+63 901 774 7373,17,Male,"Oct 28, 2023",ORD-WOIHT5DA,18/02/24,"Feb 25, 2024",24-Feb-2024 00:00,PHT,Japan,Osaka,0000,Home & Kitchen,Ceramic Pan Set,,2 pcs,34099.79,JPY,4.2%,1639.19,9.44 kg,GCASH,cncld,No,,2,308,0,1,1271.47,Email Campaign,loyal,"Apr 24, 2024",Package arrived late.,api_stream_v2,Legacy export may contain mojibake in names/cities.
GM-01366,Web ,CUST-000167, Juan Mendoza ,juan.mendoza278@yahoo.com,+1 (1) 282-7595,N/A,Non-binary,2020/09/29,ORD-8FWNAMIE,2024-06-04 00:00,12 Jun 2024,20240626,GMT+1,,Vancouver,55069,READING,AI Ethics Primer,,2,CAD 23.38,CAD,18.9%,C$19.39,7.90 kg,Bank Transfer,na,Yes,buyer remorse,2,358,9,1,375.17,Organic,Occasional,na,Customer can’t access return portal.,batch_B_latin1,Currency conversion not yet standardized.
GM-00932,Store,CUST-000977,Ana Dela Cruz,ana.dela.cruz625@gmai.com,+81-80-0754-3007,59,Non-binary,04-12-2022,ORD-7DGGFAJ2,01/29/2024 12:00 AM,2024/01/29,26-02-2024,,Switzerland,Bern,38317,elec,Café Espresso Maker,EL 586,2, 168.40,,13.7%,"28,14",17.29 lbs,applepay,delivrd,No,None,4,312,17,0,577.95,na,Regular,08/04/24,Great service — fast delivery!,batch_A_utf8,Dates came from mixed regional settings.
GM-01108,mobile,CUST-000660,JÃ¼rgen Santos,jrgen.santos180@hotmail.com,+81-39-5530-6659,49,?,26 Jul 2022,ORD-CRA0OVH8,11/22/2025,"Nov 30, 2025",20251212,PST,Philippines,Davao,1054,Elec.,Noise-Cancelling Headphones,-,2,"S$1,097.22",SGD,27.6%,22.22,7.602,Debit Card,Completed,No,,5,276,9,N/A,50.28,Organic,at-risk,2026/02/08,The size chart didnâ€™t match.,legacy_excel_export,Some returns are recorded only in support tickets.
GM-00407,Partner API,CUST-001281,Aiko Lopez,aiko.lopez452@hotmail.com,+63 998 953 4251,20,Prefer not to say,22 Jan 2025,unknown,01/06/2025,"Jan 09, 2025",02/03/2025,JST,Philippines,Taguig,6057,Beauty,NA,BE 824,1,AUD 211.23,AUD,17.8%,10.17,1.463,bank xfer,DELIVERED,No,,5,None,6,1,-1,Email Campaign,repeat,20250326,The size chart didnâ€™t match.,batch_C_windows1252,Legacy export may contain mojibake in names/cities.
GM-01199,Web ,CUST-000334,Siti Schneider,siti.schneider234@company.com,+1 (1) 801-9578,45,F,29 Dec 2024,ORD-WWIS0K7Z,2025-12-02 00:00,11 Dec 2025,03-01-2026,CET,Frnce,Paris,8144,Clothes,Leather Wallet,SKU-FAS-1164,2,149.85,EUR,6.6%,14.61,3.65 kg,Cash on Delivery,delivered,No,,5,626,unknown,many,186.88,,unknown,06 Jan 2026,-,batch_B_latin1,Currency conversion not yet standardized.
GM-00334,WEB,CUST-000116,SITI CRUZ,siti.cruz165@yahoo.com,+41 45 454 47 27,70,NB, 2022/11/18 ,ORD-Q3QA7UQ1,03-Mar-2024 00:00,-,24-03-2024,AEST,canada,Vancouver,4130,Electronics ,4K Action Camera,EL 714,one,1052.09,CAD,26.5%,C$37.22,3.18 kg,PayPal,void,No,,5,335,15,2,662.97,google,vip,2024/05/21,Entrega atrasada em SÃ£o Paulo.,batch_C_windows1252,"Merged from checkout, CRM, and support extracts."
GM-01567,Partner API,CUST-001188,ZOÃ« GARCIA,zo.garcia261@gmai.com,+41 83 066 09 45,61,Male,2021-09-25,ORD-XUSGBDSA, 12/30/2024 12:00 AM ,06/01/25,20250108,America/New_York,France,Toulouse,0000,elec,Smart Watch,EL 227,0,388.55,EUR,15%,15.70,6.20kg,Apple-Pay,shipping,No,,4,448,9,3,1037.72,FB,churn risk,2025-03-06 00:00,Customer wrote: “not what I expected”.,batch_B_latin1,Dates came from mixed regional settings.
GM-01285,mobile,CUST-000592,Léa Brown,la.brown953@hotmail.com,+1 (3) 525-9890,52,F,20220719,ORD-40KJRLSL,20240109,"Jan 19, 2024",20/01/24,PST,?,Seattle,3791,Sporting Goods,Resistance Bands,,2,$47.75,USD,1.8%,32.91,4.051,GCash,Completed,No,,1,651,0,1,580.92,affiliate,occasional,2024-01-17,Produit arrivé cassé.,batch_A_utf8,"Merged from checkout, CRM, and support extracts."
GM-00981,Store,CUST-001194, André Hernández ,andr.hernndez17@yahoo.com,+63 953 864 8004,20,,"Aug 28, 2021",ORD-BD7EXKV5,2024-03-09,2024-03-14,03-04-2024,,Philippines,QC,K6M 9F7,Home/Kitchen,Air Fryer,HO 119,3,10323.76,PHP,11.8%,737.53,4482 g,Apple-Pay,complete,No,,4,268,10,1,0,google,at-risk, 11-Apr-2024 00:00 ,Received wrong color.,batch_B_latin1,Currency conversion not yet standardized.
GM-01485,call centre,CUST-000149,Jose Núñez,jose.nez798@yahoo.com,+63 945 202 8682,unknown,unknown,21-07-2022,ORD-GSZOP9GS,17-Jan-2026 00:00,20-Jan-2026 00:00,01/22/2026 12:00 AM,,Brasil,Salvador,55044,elec,4K Action Camera,EL 844,5,4118.20,BRL,2.1%,R$14.60,3.533,bank xfer,Returned,TRUE,damaged,1,224,13,3,1092.26,google,VIP,"Jan 24, 2026",Customer can’t access return portal.,batch_C_windows1252,Currency conversion not yet standardized.
GM-00143,web,CUST-001159,Léa Garcia,la.garcia211@hotmail.com,+81-01-5711-7132,77,M,19-12-2024,ORD-Q5F7UXKE, 03/20/2025 ,21-Mar-2025 00:00,2025-03-20,AEST,Singapore,Singapore,0000,ELECTRONICS,Smart Watch,,1,702.71 ,SGD,0.09,na,4.39 kg,GCash,Returned,returned,Damaged item,unknown,396,10,2,0,,None,2025-04-11 00:00,Package arrived late.,batch_A_utf8,Duplicate order records possible due to API retry.
GM-01347,Mobile App,CUST-000020,Léa Nguyễn,la.nguyn656@gmail.com,+63 985 562 6965,35,Non-binary,20230317,ORD-G5HQWIP6,02-09-2025,08/09/25,10/03/2025 12:00 AM,PHT,Japan,Yokohama,0000,Clothes,Travel Backpack,,1 pcs,16238.03,JPY,31.5%,"¥2,253.14",5.823,VISA/MC,refund issued,Returned,not working,2,280,18,N/A,395.24,Email Campaign,Dormant,2025/11/24,Produit arrivé cassé.,batch_C_windows1252,Dates came from mixed regional settings.
GM-01314,Partner API,CUST-000702,Siti Davis,siti.davis695@outlook.com,+41 39 165 05 17,33,unknown,20230107,ORD-GG42Y9A1,22 Sep 2025,09/28/2025 12:00 AM,na,PHT,Swiss,Bern,N/A,Apparel,Leather Wallet,SKU-FAS-7992,3,52.39,CHF,11.4%,NULL,10.62 lbs,PayPal,PEND,No,-,1,404,12,0,256.17,email,Loyal,11/20/2025 12:00 AM,None,api_stream_v2,Duplicate order records possible due to API retry.
GM-00374,WEB,CUST-001312,Ava Dubois,ava.dubois554@gmail.com,+1 (6) 391-5965,56,M,18/12/24,ORD-TJMJIQ34,"Oct 21, 2025",2025-10-27 00:00,11/19/2025 12:00 AM,GMT+1,United States,New York,L7N 2W5,Books,Productivity Journal,sku_161500,2 pcs,$19.12,N/A,0.00,22.42,4.076,GCASH,Delivered,No,-,4,813,10,1,783.38,Facebook,repeat,17 Jan 2026,No complaint.,batch_A_utf8,Some returns are recorded only in support tickets.
GM-00299,Call Center,CUST-000902,Juan Lopez,juan.lopez664@example..com,+41 54 430 07 45,18,male,05/29/2021,ORD-025SDI15,2025-01-28 00:00,"Feb 04, 2025",07 Feb 2025,?,Japan,Osaka,9284,Home & Kitchen,Vacuum Bottle,None,1,25235.37,JPY,14.3%,"¥3,988.72",2047 g,CC,RMA,NULL,Item not as described,1,290,0,0,857.53,,N,13-Feb-2025 00:00,Produit arrivé cassé.,legacy_excel_export,"Merged from checkout, CRM, and support extracts."
GM-01145,Market Place,CUST-000787, Søren Davis ,sren.davis652@outlook.com,+1 (3) 083-5930,25,Prefer not to say,20210228,ORD-HNNFDJZK,2024-01-10 00:00,45303,2024-01-23 00:00,UTC+8,Philippines,Pasig,44815,Sporting Goods,Resistance Bands,SKU-SPO-6457,2,15311.83,PHP,1.4%,1809.14,6.961,Debit Card,returned,Returned,No longer needed,4,773,2,2,4.71,Email Campaign,new customer,"Feb 15, 2024",Entrega atrasada em SÃ£o Paulo.,batch_B_latin1,Some returns are recorded only in support tickets.
GM-00647,Market Place,-, Mateo Lee ,mateo.lee559@gmai.com,+1 (4) 967-2111,61,Male,12-09-2021,ORD-A42YS5TR,31-Mar-2025 00:00,05 Apr 2025,2025-04-26 00:00,America/New_York,DE,Berlin,8611,Sporting Goods,Cycling Gloves,SP 446,1,€146.06,EUR,0.29,27.01,1.54 kg,applepay,awaiting payment,No,,3,456,11,0,336.31,Organic,VIP,2025/06/12,El producto llegÃ³ tarde.,batch_B_latin1,Some returns are recorded only in support tickets.
GM-00528,-,CUST-001313,ChloÃ© GarcÃ­a,chlo.garca137@gmai.com,+81-42-8595-2529,30,,N/A,ORD-XM93IWUG,2025-02-17 00:00,2025-02-23 00:00,02/25/2025,EST,Singapore,SG,H4F 8Q9,Clothing,Sunglasses,,3,"384,54",SGD,23.8%,26.70,6.215,VISA/MC,returned,TRUE,damaged,2,399,11,3,42.34,NULL,NEW,"Mar 20, 2025",Entrega atrasada em SÃ£o Paulo.,batch_C_windows1252,"Merged from checkout, CRM, and support extracts."
GM-00112,call centre,CUST-000178,Paulo Gonzales,paulo.gonzales690@gmail.com,+81-40-9196-9395,48,M,N/A,ORD-AG9XC5RE,2025/11/02,06 Nov 2025,not a date,PST,FR,Toulouse,0000,Home and Kitchen,Air Fryer,HO 336,2,€165.10,EUR,5.0%,15.30,0.908,cash delivery,Completed,No,-,1 star,unknown,13,0,1164.72,FB,Occasional,"Jan 08, 2026",Customer wrote: “not what I expected”.,batch_A_utf8,Currency conversion not yet standardized.
GM-00760,Mobile App,CUST-001346,Chloe Reyes,chloe.reyes306@outlook.com,+63 934 737 5836,None,Male,20250309,ORD-FTZ879UA,20250114,"Jan 22, 2025",?,AEST,Canada,Montreal,T8P 2H5,Fashion,Linen Dress,FA 213,1,C$403.70,CAD,0.04,13.83 ,3.098,BT,refund issued,Y,dmgd item,2,743,4,0,1059.16,Email Campaign,Regular,14-Mar-2025 00:00,Entrega atrasada em SÃ£o Paulo.,api_stream_v2,Dates came from mixed regional settings.
GM-01439,web,CUST-000824,LÉA LOPEZ,la.lopez148@yahoo.com,unknown,na,Prefer not to say, 14 Jan 2022 ,ORD-S0KI8EO8,02 Jan 2025,,01/18/2025,Asia/Manila,Japan,Yokohama,58228,Electronics,4K Action Camera,SKU-ELE-7298,2,17382.59,JPY,8.3%,2755.47,4.616,?,cncld,No,,2,0,,1,571.39,Influencer,At Risk,2025-01-21 00:00,Customer can’t access return portal.,api_stream_v2,Currency conversion not yet standardized.
GM-00216,web,CUST-000586,Liam Lopez,liam.lopez at yahoo.com,+81-23-8615-9528,63,NB,20240322,ORD-ZH1R1SVB,45650,2024/12/23,2024-12-26,Europe/Zurich,philippines,Pasig,N/A,READING,Travel Guide Switzerland,sku_104657,1,SGD 99.20,SGD,1%,16.80,2.738,Cash on Delivery,ok,No,,4,434,13,0,25.81,FB,N,2025-01-25 00:00,Entrega atrasada em SÃ£o Paulo.,legacy_excel_export,Currency conversion not yet standardized.
GM-00740,Partner API,CUST-000979,Liam García,liam.garca656@hotmail.com,+81-60-9549-0065,68,Male,NULL,ORD-1116AKEP,10/20/2025,2025/10/21,19-Oct-2025 00:00,GMT+1,france,Lyon,27015,fashion,Cotton Polo Shirt,,na,"208,79",EUR,30.2%,21.47,na,Credit Card,awaiting payment,?,,3,192,10,0,1461.92,google,Regular,22 Nov 2025,Address contains special characters and courier could not read it.,batch_A_utf8,Legacy export may contain mojibake in names/cities.
GM-00423,Store,CUST-001042,Nguyễn O’Connor,nguyn.oconnor at gmail.com,+41 55 018 78 90,52,Male,2021/09/05,ORD-X5HHVYHX,2024/07/11,20240709,2024/07/08,EST,France,Paris,12175,Clothing,Denim Jacket,,2,15.18,EUR,24.4%,27.01,7.987,Apple-Pay,delivrd,No,,3,162,19,2,136.18,none,V.I.P.,NA,Address contains special characters and courier could not read it.,api_stream_v2,Duplicate order records possible due to API retry.
GM-01370,in-store,CUST-000189,Müller Dubois,mller.dubois897@yahoo.com,+81-65-4772-7638,70,Male,"Feb 15, 2021",ORD-TRPXHNLW,2024/12/13,12/18/2024 12:00 AM,2024-12-16,AEST,Brasil,Salvador,0000,READING,Cookbook: Asian Flavors,BO 226,2,163.86,BRL,0.12,97.98,1.437,bank xfer,delivered,No,,5,284,14,0,422.05,Influencer,NEW,16-12-2024,The size chart didnâ€™t match.,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-00344,Call Center,CUST-000617,Nguyá»…n Reyes,nguyn.reyes58@example..com,+1 (6) 844-1877,56,Non-binary,02 Dec 2022,ORD-G8E5K1R2,45384,2024/04/12,"Apr 28, 2024",CET,Switzerland,Zurich,3458,books,Machine Learning Pocketbook,BO 221,2,7.12,CHF,2.8%,8.64,6.55 kg,cash delivery,delivrd,No,NULL,2,NULL,19,many,427.81,Email Campaign,V.I.P.,"May 03, 2024",unknown,batch_C_windows1252,Currency conversion not yet standardized.
GM-01071,Mobile App,CUST-000601,JÃ¼rgen Garcia,jrgen.garcia631@yahoo.com,+63 900 295 0344,54,NULL,"Feb 09, 2021",ORD-K9UFMWCI,04-Dec-2024 00:00,13-Dec-2024 00:00,2025-01-08 00:00,JST,Canada,Toronto,V8C 9Q4,Fashion,Linen Dress,SKU-FAS-9822,2,C$404.41,CAD,0.19,-,4.895,g-cash,complete,No,,1,552,10,3,-1,Organic,churn risk,10-Feb-2025 00:00,Package arrived late.,legacy_excel_export,"Merged from checkout, CRM, and support extracts."
GM-00335,APP,CUST-001349,Jay Schneider,jay.schneider736@yahoo.com,+1 (2) 725-4495,34,Male,12 Jan 2025,ORD-QPINYSU8,07/01/2025,07/03/2025 12:00 AM,-,EST,U.S.A.,Los Angeles,89807,Electronic,Noise-Cancelling Headphones,EL 645,2,457.79 ,USD,0.08,33.04 ,3.831,wire,complete,No,,5,180,23,0,N/A,FB,Occasional Buyer,?,Great service — fast delivery!,api_stream_v2,Duplicate order records possible due to API retry.
GM-01445,call centre,CUST-000677,Paulo García,paulo.garca807@gmai.com,+63 930 228 4722,64,female,18-06-2022,ORD-4WWG3XZQ,46052,2026-02-04,19 Feb 2026,UTC+8,BR,Salvador,8929,Clothes,Leather Wallet,SKU-FAS-9426,1 pcs,1240.81,BRL,1.0%,43.44,1.729,credit_card,Completed,No,,3,308,19,1,1308.36,AFF,loyal,18-04-2026,Great service — fast delivery!,legacy_excel_export,Duplicate order records possible due to API retry.
GM-00539,Market Place,CUST-000739,Jürgen Miller,jrgen.miller@yahoocom,+41 08 368 60 67,78,F,28-09-2021,ORD-X1W2G8RA,"Jul 12, 2024",2024-07-21,20240726,EST,Canada,Montreal,O7F 5R7,Books,Travel Guide Switzerland,sku_994047,1,107.67,CAD,2%,C$23.27,7.572,g-cash,complete,No,,1,474,15,0,980.68,Influencer,V.I.P.,2024/09/24,NULL,api_stream_v2,Currency conversion not yet standardized.
GM-00122,in-store,CUST-000187,Lucas Dela Cruz,lucas.dela.cruz751@company.com,+81-47-8686-2376,68,NB,2024-08-05,ORD-I3UDUURW,2024/07/07,06-Jul-2024 00:00,unknown,PST,brazil,São Paulo,H5R 5Q7,Home & Kitchen,Ceramic Pan Set,,2,1090.92,BRL,0.02,120.11,31.22 lbs,,unknown,No,NA,2,217,23,0,914.32,Facebook,At Risk,,NA,legacy_excel_export,Some returns are recorded only in support tickets.
GM-00787,web,CUST-000760,Emma Wong,emma.wong at hotmail.com,+41 22 825 86 28,55,Male,11/05/22,ORD-38GSCBY9,15/04/24,"Apr 22, 2024",04/24/2024 12:00 AM,AEST,Germany,Frankfurt,0000,Clothes,Linen Dress,FA 928,3,€64.65,EUR,10%,€18.27,4.962,paypal,RETURN,Yes,wrong_size,1,692,20,0,735.04,,churn risk,22-Jun-2024 00:00,Produit arrivé cassé.,batch_C_windows1252,Legacy export may contain mojibake in names/cities.
GM-00324,Call Center,CUST-001147,Olivia Santos,unknown,+1 (2) 092-5210,23,NB,26-02-2023,ORD-0R2E4UGD,11-Oct-2024 00:00,10 Oct 2024," Oct 30, 2024 ",America/New_York,CA,Montreal,84996,BEAUTY,Hydrating Toner,SKU-BEA-3797,1,C$142.70,CAD,25.8%,2.33 ,unknown,wire,DELIVERED,No,,2,777,3,0,688.92,email,New,10/20/2024,Package arrived late.,batch_C_windows1252,Some returns are recorded only in support tickets.
GM-00254,marketplace,CUST-000961,MÃ¼ller Oâ€™Connor,mller.oconnor353@outlook.com,+41 04 977 95 72,20,unknown,20210216,ORD-DMUP1YVW,10/15/2024,13-10-2024,01-Nov-2024 00:00,Asia/Manila,U.S.A.,Chicago,33743,Home and Kitchen,Bamboo Organizer,HO 737,2,96.56,USD,15.2%,5.79,11.586,GCASH,complete,No,-,2,520,10,0,218.12,Email Campaign,Loyal,2024-12-30,Received wrong color.,batch_B_latin1,Some returns are recorded only in support tickets.
GM-00390,partner-api,CUST-000635,Björk Kowalski,bjrk.kowalski852@yahoo.com,na,50,F,,ORD-NUJIWRPY,2026/02/27,02/26/2026 12:00 AM,08/03/26,America/New_York,japan,Yokohama,6579,Book,Data Science Handbook,,2,"¥12,191.99",JPY,1.2%,NA,5.813,wire,Delivered,-,,2,625,4,3,864.92,Influencer,VIP,01 Mar 2026,Produit arrivé cassé.,legacy_excel_export,Currency conversion not yet standardized.
GM-00072,Web ,CUST-000634,François Kim,franois.kim666@example..com,unknown,46,Prefer not to say,2020/03/27,ORD-CUIJ0YXI,27-01-2024,NULL,19-02-2024,UTC+8,United States,Los Angeles,0000,Book,Cookbook: Asian Flavors,SKU-BOO-2196,2,53.15,USD,6%,31.67,4.567,cod,ok,No,,5,110,9,0,1335.54,google,Occasional Buyer, 17 Mar 2024 ,El producto llegÃ³ tarde.,legacy_excel_export,"Merged from checkout, CRM, and support extracts."
GM-01287,Market Place,CUST-000631,Noah Reyes,noah.reyes314@yahoo.com,+41 81 107 52 06,unknown,Non-binary,02/01/2022,ORD-H9ORSGAQ,06/15/2025,"Jun 18, 2025",20250623,AEST,Brazil,Salvador,3576,Kitchen & Home,Ceramic Pan Set,sku_951339,1 pcs,BRL 863.05,BRL,1.3%,116.07,3.074,cod,Completed,No,,na,915,15,2,450.07,unknown,Occasional,07 Jul 2025,Entrega atrasada em SÃ£o Paulo.,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-01423,call centre,CUST-001002,Yuki Lopez,yuki.lopez507@hotmail.com,,60,?,28/10/24,ORD-MLV22KVA,2025/10/09,17 Oct 2025,?,UTC+8,Canada,Ottawa,2262,Electronics,Wireless Mouse,sku_371884,2,"617,36",CAD,0.00,na,15.97 lbs,ATM card,delivrd,No,,1,332,11,1,242.45,email,at-risk,13/12/25,Package arrived late.,legacy_excel_export,Duplicate order records possible due to API retry.
GM-01061,WEB,CUST-000812,Paulo Reyes,paulo.reyes349@gmai.com,+1 (0) 077-4615,41,Prefer not to say,01-12-2022,ORD-YM0Z1E19,2025/03/03,02 Mar 2025,2025/03/17,-,Canada,Ottawa,4540,sports,Foam Roller,,20,288.47,CAD,5.5%,8.47,5.071,g-cash,pending,No,-,5,660,10,4,835.94,Facebook,V.I.P.,N/A,Customer wrote: “not what I expected”.,batch_A_utf8,Dates came from mixed regional settings.
GM-01514,Mobile App,CUST-000689,Amina Gonzales,amina.gonzales146@gmai.com,+41 54 971 78 25,20,F,2023-01-05,ORD-06OE3KIJ,"Jan 04, 2026",03/01/26,02/01/2026,Asia/Manila,United States,Seattle,T1S 6Z2,Fitness,Resistance Bands,sku_186468,3,197.80,USD,0.15,USD 9.58,5.565,CC,ok,No,,5,309,12,2,282.66,Organic,None,na,Address contains special characters and courier could not read it.,batch_B_latin1,"Merged from checkout, CRM, and support extracts."
GM-01815,Mobile App,CUST-000370,None,jrgen.davis668@gmail.com,+81-43-4129-7996,75,male,01 Apr 2022,ORD-CF3MU2R8,20-Apr-2025 00:00,2025/04/19,2025-05-11 00:00,JST,japan,Osaka,X5F 4M5,Personal Care,Hair Dryer,,2,20027.18,JPY,20.2%,"¥3,396.77",0.34 kg,paypal,Delivered,No,,5,na,16,20,111.52,affiliate,first-time,03-May-2025 00:00,Package arrived late.,api_stream_v2,Legacy export may contain mojibake in names/cities.
GM-00745,Mobile App,CUST-000912,Ethan Santos,unknown,+63 901 622 5353,41,unknown,20231002,ORD-UY9KFTQE,"Nov 04, 2025",2025-11-03,19/11/25,America/New_York,Switzerland,Zurich,25234,Home & Kitchen,Ceramic Pan Set,HO 328,three,CHF 88.66,CHF,27.5%,CHF 28.22,6.65 kg,Pay Pal,delivrd,No,,4,57,20,2,unknown,facebook,Dormant,2026/01/10,Entrega atrasada em SÃ£o Paulo.,batch_A_utf8,Some returns are recorded only in support tickets.
GM-01484,WEB,CUST-000435,Chloe Lopez,chloe.lopez846@hotmail.com,+63 914 165 0370,69,unknown,45067,ORD-F3DC95XT,20241126,2024-12-06 00:00,12/06/2024 12:00 AM,GMT+1,Japan,Osaka,N/A,BEAUTY,Matte Lipstick,sku_568920,1,15326.58,JPY,0.4%,5272.38,4.38 kg,debit,FAILED,returned,none,1,444,9,0,957.3,FB,first-time,2024/12/22,Customer wrote: “not what I expected”.,batch_C_windows1252,"Merged from checkout, CRM, and support extracts."
GM-01646,web,CUST-000077,Olivia Kim,olivia.kim135@gmai.com,+1 (6) 117-2837,23,F,07-02-2022,ORD-HMXDTRAS,02/05/2025,2025/02/10,"Feb 08, 2025",CET,Swiss,Bern,7534,Personal Care,Vitamin C Serum,,2,96.69,CHF,23.7%,CHF 2.59,1.61 kg,GCash,void,No,,1,174,7,0,892.08,Facebook,churn risk,-,Produit arrivé cassé.,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-00568,Partner API,CUST-001122,ZoÃ« Mendoza,NULL,+1 (2) 256-2467,58,Non-binary,10/10/2022,ORD-CXEDFK03,2025/10/22,"Oct 26, 2025",29-Oct-2025 00:00,Europe/Zurich,Singapore,,0000,FASHN,Cotton Polo Shirt,sku_133001,1,87.21,SGD,None,29.72,5.004,BT,delivered,No,?,2,169,0,0,29.16,facebook,Regular,NULL,Great service — fast delivery!,batch_A_utf8,NULL
