record_id,source_system,customer_id,customer_name,customer_email,order_id,source_system_clean,customer_name_clean,clean_age,gender_clean,country_clean,product_category_clean,quantity_clean,unit_price_clean,discount_clean,shipping_cost_clean,item_weight_clean,payment_method_clean,order_status_clean,returned_flag_clean,satisfaction_score_clean,loyalty_points_clean,site_visits_last30_clean,support_tickets_90d_clean,distance_to_warehouse_km_clean,customer_segment_clean,order_date_clean,delivery_date_clean,delivery_duration_clean,customer_timezone,ingestion_batch,data_source_note
GM-00684,marketplace,CUST-000926, Nguyễn Garcia ,nguyn.garcia60@gmai.com,ORD-71PZ17H5,Marketplace, Nguyễn Garcia ,39.0,Prefer not to say,France,Home & Kitchen,1.0,206.37,18.1,30.3,10.552,Bank Transfer,Cancelled,0,2.0,461,7,0,1392.2,Loyal,2025-11-30,2025-12-06,6,JST,batch_C_windows1252,Some returns are recorded only in support tickets.
GM-01822,APP,CUST-000588,Renée Wilson,rene.wilson at yahoo.com,ORD-ERPQSZ36,Mobile App,Renée Wilson,60.0,,France,Fashion & Apparel,1.0,46.19,11.6,20.7,3.28,Cash on Delivery,Completed,0,1.0,299,10,35,1083.33,Loyal,2024-12-12,2024-12-31,19,PHT,legacy_excel_export,Some returns are recorded only in support tickets.
GM-01025,Market Place,CUST-001032,Mia Nguyễn,mia.nguyn543@outlook.com,ORD-VF5T2MA5,Marketplace,Mia Nguyễn,,,Germany,Books & Media,1.0,32.43,14.4,6.69,7.90157264,Apple Pay,Failed,0,3.0,207,10,0,971.13,Loyal,2024-04-07,2024-05-02,25,CET,batch_C_windows1252,Currency conversion not yet standardized.
GM-00194,Mobile App,CUST-000551,Jürgen Santos,jrgen.santos788@gmail.com,ORD-IXO9I8P0,Mobile App,Jürgen Santos,16.0,Non-Binary,Japan,Home & Kitchen,1.0,,31.2,2067.45,10.482,Debit Card,Failed,0,,464,25,1,124.47,,2024-03-02,2024-03-14,12,CET,batch_C_windows1252,Legacy export may contain mojibake in names/cities.
GM-01005,mobile,CUST-001290,Liam Kowalski,liam.kowalski12@hotmail.com,ORD-IO1JK07L,Mobile App,Liam Kowalski,38.0,Female,,Home & Kitchen,5.0,12843.57,,45.9,9.166,Cash on Delivery,Completed,0,5.0,727,21,2,7.02,New,2024-10-27,2024-10-27,0,GMT+1,batch_A_utf8,Some returns are recorded only in support tickets.
GM-00995,Mobile App,CUST-000009,Yuki Dela Cruz,yuki.dela.cruz829@company.com,ORD-APLK543F,Mobile App,Yuki Dela Cruz,,Male,Brazil,Home & Kitchen,2.0,854.97,0.05,137.87,,Cash on Delivery,Cancelled,0,4.0,602,15,0,609.16,At Risk,2024-08-19,2024-09-21,33,CET,batch_B_latin1,Legacy export may contain mojibake in names/cities.
GM-01948,call centre,CUST-000957,Liam Santos,liam.santos@companycom,ORD-EUHIEZLL,Call Center,Liam Santos,47.0,Male,France,Books & Media,4.0,64.5,4.5,28.86,4.806,PayPal,Completed,0,1.0,819,6,1,296.74,New,2024-01-31,2024-02-11,11,America/New_York,api_stream_v2,Legacy export may contain mojibake in names/cities.
GM-02008,Partner API,,Yuki GarcÃ­a,yuki.garca840@yahoo.com,ORD-XQBO1G32,Partner-API,Yuki García,57.0,Female,France,Health & Beauty,3.0,136.14,5.3,2.89,,Debit Card,Completed,0,1.0,38,0,1,649.61,VIP,2024-01-28,,,JST,api_stream_v2,Potential duplicate from API retry.
GM-00304,Partner API,CUST-001253,JÃ¼rgen GarcÃ­a,jrgen.garca551@company.com,ORD-BO46Y8N5,Partner-API,Jürgen García,35.0,Male,Australia,Sports & Fitness,3.0,217.84,18.4,2.72,5.615,,Completed,0,3.0,294,5,0,65.19,,2024-11-16,2024-11-20,4,EST,batch_A_utf8,Duplicate order records possible due to API retry.
GM-01467,web,CUST-000589,Mateo Kim,mateo.kim722@yahoo.com,ORD-SL7LEOZ6,Web,Mateo Kim,63.0,Male,Switzerland,Health & Beauty,1.0,75.16,3.6,31.14,4.45427344,Debit Card,Completed,0,3.0,,500,1,1240.03,Loyal,2024-09-21,2024-10-22,31,Asia/Manila,batch_B_latin1,Currency conversion not yet standardized.
GM-00295,in-store,,Ana Kim,ana.kim610@example..com,ORD-00W25XGC,In-Store,Ana Kim,26.0,Non-Binary,Switzerland,Home & Kitchen,3.0,88.31,25.2,22.34,12.119,Credit Card,Completed,0,4.0,305,20,1,742.24,At Risk,2025-07-15,,,EST,batch_A_utf8,Dates came from mixed regional settings.
GM-01915,Store,CUST-000230,Noah Hernández,noah.hernndez at hotmail.com,ORD-K6RE5RF1,In-Store,Noah Hernández,73.0,Female,Switzerland,Health & Beauty,1.0,11.73,24.0,24.2,6.15070752,Bank Transfer,Shipped,0,1.0,370,18,0,718.4,Loyal,2025-05-15,2025-06-19,35,AEST,batch_B_latin1,Some returns are recorded only in support tickets.
GM-01452,Call Center,CUST-000922, Maria Johnson ,maria.johnson338@company.com,ORD-URSC2JVI,Call Center, Maria Johnson ,46.0,Non-Binary,Singapore,Fashion & Apparel,1.0,180.88,30.0,,1.0,PayPal,Completed,0,5.0,127,0,3,42.62,Occasional,2024-08-10,2024-08-29,19,Europe/Zurich,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-00816,Web ,CUST-000812,Léa Santos,la.santos574@example..com,ORD-BJ5HE83S,Web,Léa Santos,72.0,Male,Switzerland,Books & Media,,60.95,9.1,8.96,1792.0,Cash on Delivery,Pending,0,2.0,585,17,0,510.56,At Risk,2026-03-21,2026-04-18,28,EST,batch_C_windows1252,Dates came from mixed regional settings.
GM-00743,partner-api,CUST-000458,Mia Johnson,mia.johnson282@company.com,ORD-TVVZWMCO,Partner-API,Mia Johnson,34.0,Non-Binary,France,Fashion & Apparel,3.0,220.64,0.7,6.25,6.846,Bank Transfer,Completed,0,5.0,700,13,1,188.03,Occasional,2024-01-24,2024-12-02,313,EST,legacy_excel_export,Some returns are recorded only in support tickets.
GM-00659,APP,CUST-001342,Sofia Smith,sofia.smith at hotmail.com,ORD-IRSGADAV,Mobile App,Sofia Smith,47.0,Non-Binary,Canada,Home & Kitchen,2.0,270.5,39.2,24.81,,GCash,Completed,0,5.0,707,2,0,746.9,Occasional,2024-05-06,,,,batch_A_utf8,Dates came from mixed regional settings.
GM-01154,Store,CUST-001001,Đức Reyes,c.reyes354@gmai.com,ORD-165U4LYA,In-Store,Đức Reyes,46.0,Prefer not to say,Brazil,Sports & Fitness,1.0,176.26,18.6,21.11,6.209,Cash on Delivery,Cancelled,0,1.0,358,28,0,381.29,Occasional,2024-06-20,,,,legacy_excel_export,Currency conversion not yet standardized.
GM-01051,WEB,CUST-000942,Isabella Lopez,isabella.lopez119@gmai.com,ORD-045PQKUS,Web,Isabella Lopez,,Male,Brazil,Health & Beauty,2.0,729.5,2.0,149.26,0.936,Cash on Delivery,Completed,0,2.0,0,0,1,377.49,Occasional,2025-05-09,2025-06-15,37,GMT+1,batch_B_latin1,Some returns are recorded only in support tickets.
GM-01324,marketplace,CUST-001201,,,ORD-ALJ4CKGM,Marketplace,,53.0,Female,Canada,Health & Beauty,1.0,162.19,17.0,14.0,2945.0,PayPal,Shipped,0,5.0,692,21,0,316.07,,,2024-06-08,,CET,batch_B_latin1,Duplicate order records possible due to API retry.
GM-00147,partner-api,CUST-000295,Amina Kowalski,amina.kowalski58@gmai.com,ORD-953A8B5Y,Partner-API,Amina Kowalski,150.0,Prefer not to say,France,Health & Beauty,1.0,113.04,0.0,29.53,4.29,Debit Card,Completed,0,5.0,,9,0,730.74,At Risk,2025-03-07,2025-11-04,242,America/New_York,api_stream_v2,Duplicate order records possible due to API retry.
GM-01299,web,CUST-000562,Jose Tan,jose.tan827@company.com,ORD-MNHQ6CW4,Web,Jose Tan,24.0,Female,Brazil,Sports & Fitness,1.0,856.58,24.1,53.06,589.0,Apple Pay,Completed,0,4.0,335,20,0,1375.56,Loyal,2025-05-12,2025-05-21,9,America/New_York,batch_C_windows1252,Currency conversion not yet standardized.
GM-00446,Store,CUST-001340,Liam Lopez,liam.lopez726@yahoo.com,ORD-CWQI1HVN,In-Store,Liam Lopez,27.0,Male,Philippines,Sports & Fitness,2.0,9108.81,,363.83,7.83,Cash on Delivery,Returned/Refunded,,3.0,901,13,2,28.99,Loyal,2025-07-07,2025-07-29,22,GMT+1,batch_A_utf8,Dates came from mixed regional settings.
GM-00865,Partner API,CUST-001193,Nguyễn Müller,nguyn.mller870@outlook.com,ORD-RZFC01D2,Partner-API,Nguyễn Müller,67.0,,Switzerland,Fashion & Apparel,2.0,49.21,14.0,10.94,,Credit Card,Cancelled,0,4.0,805,13,3,894.88,Loyal,2025-01-04,2025-01-10,6,CET,legacy_excel_export,Currency conversion not yet standardized.
GM-01249,call centre,CUST-000313,Chloe François,chloe.franois427@gmail.com,ORD-WGGCVUT7,Call Center,Chloe François,59.0,Male,Germany,Home & Kitchen,1.0,181.31,6.5,1.78,13.563,GCash,Cancelled,0,2.0,766,11,0,568.12,At Risk,,2025-12-11,,Europe/Zurich,api_stream_v2,Some returns are recorded only in support tickets.
GM-00546,Web ,CUST-001119,Ethan Wilson,ethan.wilson454@yahoo.com,ORD-YAF2UHF4,Web,Ethan Wilson,22.0,Female,Canada,Home & Kitchen,4.0,69.64,20.0,8.85,5.85,PayPal,Completed,0,4.0,156,3,0,1219.49,Occasional,2024-04-06,2024-04-11,5,PHT,api_stream_v2,Duplicate order records possible due to API retry.
GM-00866,partner-api,CUST-000522,François Dela Cruz,franois.dela.cruz140@hotmail.com,ORD-VKS503KF,Partner-API,François Dela Cruz,24.0,,France,Health & Beauty,3.0,67.83,14.6,26.43,5.8,Debit Card,Returned/Refunded,,4.0,619,16,0,531.24,VIP,2024-02-24,2024-03-30,35,GMT+1,legacy_excel_export,Some returns are recorded only in support tickets.
GM-01377,,CUST-000226,Jay Cruz,jay.cruz264@company.com,ORD-WXKYCGHZ,,Jay Cruz,34.0,Non-Binary,United States,Books & Media,1.0,39.09,3.5,41.97,2.686,Cash on Delivery,Pending,0,2.0,422,24,0,1276.94,At Risk,2025-07-20,2025-07-27,7,AEST,api_stream_v2,Currency conversion not yet standardized.
GM-01710,Store,CUST-000771,Siti O’Connor,siti.oconnor592@hotmail.com,ORD-VZ62CC2B,In-Store,Siti O'Connor,63.0,Non-Binary,Canada,Fashion & Apparel,3.0,111.15,,21.65,4.059,PayPal,Completed,0,,408,,35,469.48,Loyal,2025-11-22,2025-12-10,18,GMT+1,batch_B_latin1,Dates came from mixed regional settings.
GM-00035,web,CUST-000305,,bjrk.reyes338@gmai.com,ORD-B9XN4M41,Web,,20.0,Female,Germany,Sports & Fitness,2.0,,3.3,6.82,0.238,Bank Transfer,Completed,0,2.0,,7,0,,New,2025-09-05,2025-09-18,13,Europe/Zurich,batch_A_utf8,Dates came from mixed regional settings.
GM-01959,partner-api,CUST-001288,Amina Reyes,,ORD-4S1GS63M,Partner-API,Amina Reyes,68.0,,Australia,Books & Media,1.0,10.64,11.5,49.36,0.12246984000000001,Cash on Delivery,Completed,0,4.0,59,21,0,856.48,Loyal,2024-01-05,2024-01-26,21,America/New_York,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-01426,marketplace,CUST-000933,José Gonzales,jos.gonzales@gmaicom,ORD-P8BXKDYC,Marketplace,José Gonzales,,,Brazil,Health & Beauty,10.0,685.5,25.7,56.61,4227.0,GCash,Completed,0,5.0,367,500,10,118.69,New,2024-05-08,2024-06-04,27,JST,api_stream_v2,Some returns are recorded only in support tickets.
GM-00931,mobile,CUST-000864,Emma Lee,emma.lee258@company.com,ORD-1OW749WJ,Mobile App,Emma Lee,62.0,Female,Germany,Sports & Fitness,1.0,75.71,4.7,1.14,1.68,PayPal,Completed,0,4.0,745,13,0,1318.04,At Risk,2026-01-19,,,PST,legacy_excel_export,Currency conversion not yet standardized.
GM-00778,Call Center,CUST-000215,Ethan Müller,ethan.mller938@company.com,ORD-V31CBXWO,Call Center,Ethan Müller,61.0,,France,Home & Kitchen,5.0,177.5,,23.38,8.88,Apple Pay,Completed,0,5.0,867,9,0,1055.24,New,2025-04-28,2025-05-17,19,America/New_York,legacy_excel_export,Dates came from mixed regional settings.
GM-01278,Web ,CUST-000947,Ethan Miller,ethan.miller241@gmail.com,ORD-BA6DEL43,Web,Ethan Miller,73.0,,Philippines,Books & Media,1.0,8.04,4.3,29.36,2.712,Cash on Delivery,Returned/Refunded,,3.0,521,,0,26.54,Loyal,2025-02-02,2025-02-19,17,Asia/Manila,legacy_excel_export,"Merged from checkout, CRM, and support extracts."
GM-01073,Mobile App,CUST-000683,Jose O’Connor,jose.oconnor633@hotmail.com,ORD-OFJES97W,Mobile App,Jose O'Connor,59.0,Male,France,Sports & Fitness,5.0,142.96,0.04,30.12,,PayPal,Completed,0,5.0,279,16,0,674.62,Loyal,2024-12-24,2025-01-15,22,UTC+8,batch_B_latin1,"Merged from checkout, CRM, and support extracts."
GM-01695,Mobile App,CUST-000067,Jose Kim,jose.kim298@company.com,ORD-L0PSK5E4,Mobile App,Jose Kim,78.0,,Philippines,Health & Beauty,1.0,6567.02,2.2,943.0,1.513,Debit Card,Pending,0,4.0,537,16,0,32.4,Loyal,2025-12-31,,,JST,legacy_excel_export,"Merged from checkout, CRM, and support extracts."
GM-00214,Mobile App,CUST-000401,Maria Cruz,,ORD-U8WD62JC,Mobile App,Maria Cruz,57.0,Non-Binary,United States,Health & Beauty,1.0,,0.01,14.78,0.532,Apple Pay,Completed,0,2.0,549,15,0,861.18,,2025-05-28,2025-06-18,21,Europe/Zurich,batch_B_latin1,Some returns are recorded only in support tickets.
GM-01210,Market Place,CUST-000577,Björk Lee,bjrk.lee at company.com,ORD-CXM4FVZ7,Marketplace,Björk Lee,75.0,Non-Binary,Singapore,Books & Media,,72.13,4.3,39.9,6.405,PayPal,Failed,0,2.0,362,5,0,23.67,Loyal,,2024-03-28,,Europe/Zurich,legacy_excel_export,Duplicate order records possible due to API retry.
GM-00637,APP,CUST-000425,François Lee,franois.lee820@gmail.com,ORD-SPMG9WO8,Mobile App,François Lee,35.0,Male,Singapore,Electronics,1.0,885.39,13.8,10.89,5.42,Bank Transfer,Completed,0,3.0,708,7,0,19.24,New,2024-04-01,2024-04-18,17,America/New_York,api_stream_v2,Some returns are recorded only in support tickets.
GM-01383,Store,CUST-000639,Zoë Cruz,zo.cruz807@example..com,ORD-ZAHLQR5V,In-Store,Zoë Cruz,,Male,Brazil,Fashion & Apparel,2.0,1340.48,0.01,23.75,5.97,Credit Card,Shipped,0,2.0,178,13,,167.01,Occasional,2024-01-20,2024-02-06,17,AEST,api_stream_v2,Some returns are recorded only in support tickets.
GM-00280,Web ,,Ana François,,ORD-292MG180,Web,Ana François,47.0,Female,Philippines,Fashion & Apparel,3.0,12516.81,0.2,556.72,4190.0,Credit Card,Completed,0,4.0,402,10,,13.02,Loyal,2024-04-08,2024-08-05,119,America/New_York,batch_B_latin1,Some returns are recorded only in support tickets.
GM-00136,Call Center,CUST-001312,Aiko Lee,,ORD-9W275280,Call Center,Aiko Lee,35.0,Non-Binary,Canada,Home & Kitchen,1.0,76.87,13.3,3.53,1.905,Cash on Delivery,Completed,0,5.0,367,,0,120.69,Occasional,,2025-09-27,,Asia/Manila,batch_C_windows1252,Dates came from mixed regional settings.
GM-00047,mobile,CUST-001312,Jose Reyes,jose.reyes709@outlook.com,,Mobile App,Jose Reyes,,Female,France,Electronics,3.0,91.7,27.8,21.28,6.807,Cash on Delivery,Completed,0,5.0,247,27,0,920.78,At Risk,,2025-05-13,,Europe/Zurich,batch_A_utf8,Duplicate order records possible due to API retry.
GM-00486,partner-api,CUST-001150,Aiko Núñez,aiko.nez222@gmail.com,ORD-QCWFY5WV,Partner-API,Aiko Núñez,43.0,Non-Binary,Japan,Sports & Fitness,3.0,14390.28,7.0,1094.5,4.244,Bank Transfer,Completed,0,3.0,224,0,,210.57,At Risk,,2025-01-27,,,batch_A_utf8,
GM-00888,Mobile App,CUST-000223,Emma Kim,emma.kim325@hotmail.com,ORD-B5OVYL8C,Mobile App,Emma Kim,53.0,Male,Singapore,Fashion & Apparel,1.0,127.44,13.9,18.29,0.11793392,Debit Card,Completed,0,3.0,,7,0,27.37,At Risk,2025-08-23,2025-09-05,13,America/New_York,batch_A_utf8,"Merged from checkout, CRM, and support extracts."
GM-00851,Market Place,CUST-000939,,jay.davis433@gmai.com,ORD-1LH6ZK8W,Marketplace,,56.0,Non-Binary,Japan,Fashion & Apparel,1.0,41235.88,32.0,777.38,3.141,Bank Transfer,Completed,0,5.0,799,7,1,1060.29,Loyal,2025-02-16,2025-03-15,27,AEST,batch_A_utf8,Some returns are recorded only in support tickets.
GM-01757,Market Place,CUST-000068,Mateo Smith,mateo.smith153@outlook.com,ORD-I96VODV4,Marketplace,Mateo Smith,22.0,Male,Singapore,Fashion & Apparel,3.0,163.19,2.0,45.95,3.686,Cash on Delivery,Completed,0,1.0,284,24,0,0.0,VIP,2024-06-05,2024-06-23,18,AEST,api_stream_v2,Legacy export may contain mojibake in names/cities.
GM-02016,Web ,CUST-000915,Chloé Núñez,chlo.nez@gmaicom,ORD-PJL5VRCA,Web,Chloé Núñez,19.0,,France,Books & Media,1.0,47.75,11.7,27.83,4.707,GCash,Completed,0,2.0,22,13,0,1131.85,,2024-06-01,,,PHT,batch_C_windows1252,Potential duplicate from API retry.
GM-01118,Mobile App,CUST-000170,Aiko Garcia,aiko.garcia506@outlook.com,ORD-Y9V43YMT,Mobile App,Aiko Garcia,69.0,Male,Canada,Health & Beauty,1.0,133.25,1.6,37.72,2.003,Bank Transfer,,0,2.0,9999,21,5,1440.36,At Risk,2024-08-13,2024-08-31,18,Europe/Zurich,batch_A_utf8,Some returns are recorded only in support tickets.
GM-01600,Web ,CUST-000803,Liam Garcia,liam.garcia126@gmail.com,ORD-G6JMP65W,Web,Liam Garcia,69.0,Male,Germany,Books & Media,2.0,33.61,7.1,1.21,3.207,Cash on Delivery,Completed,0,1.0,,23,5,594.09,At Risk,2024-03-30,2024-04-10,11,GMT+1,batch_C_windows1252,Currency conversion not yet standardized.
GM-01613,Store,CUST-001309,Olivia Nguyễn,olivia.nguyn450@hotmail.com,ORD-DC1UKSXL,In-Store,Olivia Nguyễn,67.0,,Brazil,Fashion & Apparel,50.0,806.82,8.3,77.73,2.995,PayPal,Completed,0,2.0,495,1,2,1448.33,Loyal,2024-02-17,2024-02-23,6,CET,batch_C_windows1252,Currency conversion not yet standardized.
GM-00569,,CUST-001260,,sren.mendoza900@yahoo.com,ORD-068CMISF,,,69.0,,Brazil,Home & Kitchen,2.0,479.41,,25.78,,PayPal,Completed,0,1.0,575,17,1,393.58,At Risk,2025-02-11,2025-02-20,9,PST,batch_C_windows1252,Dates came from mixed regional settings.
GM-00357,mobile,CUST-000474, Isabella Santos ,isabella.santos837@yahoo.com,ORD-KZ50VQ2F,Mobile App, Isabella Santos ,,,United States,Home & Kitchen,1.0,223.3,8.0,0.33,2.339,Unknown Card,Completed,0,1.0,255,8,1,175.21,New,2026-02-01,2026-12-02,304,PST,batch_C_windows1252,Currency conversion not yet standardized.
GM-01621,APP,CUST-001146,Olivia García,olivia.garca15@hotmail.com,ORD-N4T9TPLU,Mobile App,Olivia García,39.0,Male,Switzerland,Books & Media,2.0,5.74,15.1,17.11,1.4061352,Credit Card,Completed,0,4.0,31,4,1,1465.4,Occasional,2024-03-27,2024-04-21,25,Asia/Manila,batch_B_latin1,Some returns are recorded only in support tickets.
GM-00253,partner-api,CUST-000680,Emma Müller,emma.mller656@gmail.com,ORD-PCFV7HS1,Partner-API,Emma Müller,20.0,Male,France,Electronics,3.0,292.39,25.9,32.02,516.0,Debit Card,Completed,0,1.0,522,8,2,230.1,VIP,2024-04-09,2024-09-27,171,America/New_York,batch_A_utf8,Duplicate order records possible due to API retry.
GM-00805,web,CUST-000914,Liam Garcia,liam.garcia136@gmai.com,ORD-AO70V45J,Web,Liam Garcia,56.0,Male,Brazil,Health & Beauty,1.0,133.22,0.07,0.37,6.47275784,Credit Card,Cancelled,0,2.0,824,16,1,,,,2025-08-06,,,api_stream_v2,"Merged from checkout, CRM, and support extracts."
GM-00541,Market Place,CUST-000418,JUAN FRANÃ§OIS,juan.franois716@hotmail.com,ORD-LY4NFY9N,Marketplace,JUAN FRANçOIS,18.0,Male,United States,Electronics,1.0,273.48,3.5,10.13,,GCash,Shipped,0,1.0,864,14,0,105.11,At Risk,2025-08-12,2025-09-03,22,America/New_York,api_stream_v2,Dates came from mixed regional settings.
GM-01692,Mobile App,CUST-000949,Emma Dela Cruz,emma.dela.cruz608@yahoo.com,ORD-HCVYQ987,Mobile App,Emma Dela Cruz,31.0,Female,Singapore,Home & Kitchen,1.0,78.51,24.6,12.99,12.56,Bank Transfer,Completed,0,4.0,,5,0,32.94,Loyal,2024-11-12,2024-12-13,31,Europe/Zurich,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-00876,APP,CUST-001348,Zoë Nguyễn,zo.nguyn511@example..com,ORD-HML0U7J1,Mobile App,Zoë Nguyễn,38.0,,Japan,Health & Beauty,6.0,9398.03,10.2,877.34,6.541,Apple Pay,Completed,0,3.0,441,1,1,671.55,Loyal,2024-11-12,2024-11-29,17,UTC+8,batch_A_utf8,Duplicate order records possible due to API retry.
GM-00055,Mobile App,CUST-000304,Aiko Miller,aiko.miller658@yahoo.com,ORD-H8G8T922,Mobile App,Aiko Miller,29.0,Male,France,Health & Beauty,1.0,126.2,6.3,28.51,4426.0,PayPal,Completed,0,5.0,547,,2,,New,2024-12-21,2024-12-30,9,Europe/Zurich,api_stream_v2,"Merged from checkout, CRM, and support extracts."
GM-01625,mobile,CUST-000674,Yuki Garcia,yuki.garcia725@yahoo.com,ORD-FYW06Q7X,Mobile App,Yuki Garcia,22.0,Female,Switzerland,Sports & Fitness,1.0,60.48,19.3,22.84,5.019,Bank Transfer,Completed,0,2.0,660,15,1,1423.64,Loyal,2024-01-07,2024-01-10,3,Asia/Manila,api_stream_v2,Duplicate order records possible due to API retry.
GM-01681,Store,CUST-000807,Ethan Kowalski,ethan.kowalski341@example..com,ORD-EOWZOX04,In-Store,Ethan Kowalski,24.0,Male,Germany,Electronics,1.0,344.34,5.0,21.72,0.29937072000000003,PayPal,Completed,,,273,11,0,160.53,VIP,2024-07-07,,,EST,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-02024,APP,CUST-000542,Björk O’Connor,bjrk.oconnor871@company.com,ORD-5PACKOO0,Mobile App,Björk O'Connor,73.0,Female,Singapore,Fashion & Apparel,1.0,226.6,6.0,27.16,7.98,PayPal,Returned/Refunded,,2.0,0,12,9,,At Risk,2024-10-06,,,Asia/Manila,legacy_excel_export,Potential duplicate from API retry.
GM-00292,call centre,CUST-000320,Isabella Smith,isabella.smith295@company.com,ORD-WM3N3E1I,Call Center,Isabella Smith,69.0,,Australia,Sports & Fitness,1.0,350.35,7.0,41.31,3.35,PayPal,Completed,0,5.0,148,5,0,421.35,At Risk,,2024-02-23,,CET,api_stream_v2,Some returns are recorded only in support tickets.
GM-01807,partner-api,CUST-000656,Olivia Schneider,olivia.schneider706@hotmail.com,ORD-49HRMGZ6,Partner-API,Olivia Schneider,69.0,,Switzerland,Sports & Fitness,1.0,4517.03,35.0,18.06,6.35,Debit Card,Completed,0,5.0,364,0,1,877.6,VIP,2026-01-23,,,,legacy_excel_export,"Merged from checkout, CRM, and support extracts."
GM-01639,Partner API,CUST-000237,,chlo.dubois109@hotmail.com,ORD-ZUH1CX1H,Partner-API,,55.0,Female,Germany,Books & Media,,68.13,0.0,16.14,4.824,Debit Card,Cancelled,0,,570,3,0,1258.88,New,2024-10-19,2024-11-10,22,,api_stream_v2,"Merged from checkout, CRM, and support extracts."
GM-01608,APP,CUST-000737,Renée Hernández,rene.hernndez176@example..com,ORD-JFKAHQDL,Mobile App,Renée Hernández,21.0,Female,Japan,Fashion & Apparel,,15486.79,3.0,2561.04,5.228,Cash on Delivery,Completed,0,5.0,354,10,1,872.12,At Risk,2024-02-28,2024-03-31,32,Asia/Manila,batch_A_utf8,Duplicate order records possible due to API retry.
GM-01910,Mobile App,CUST-001229,ETHAN TAN,ethan.tan406@hotmail.com,ORD-VF1E06KZ,Mobile App,ETHAN TAN,71.0,,Germany,Home & Kitchen,2.0,216.73,10.1,12.2,3.821,PayPal,Pending,,3.0,325,17,0,1023.35,New,2024-11-10,2024-11-22,12,PHT,batch_A_utf8,Legacy export may contain mojibake in names/cities.
GM-00765,Mobile App,CUST-001342,Mateo Dela Cruz,mateo.dela.cruz291@yahoo.com,ORD-KMP78KNQ,Mobile App,Mateo Dela Cruz,,,Singapore,Books & Media,1.0,59.22,10.4,3.88,1.360776,PayPal,Completed,0,1.0,394,0,2,39.77,Loyal,2024-11-25,,,Europe/Zurich,batch_B_latin1,Legacy export may contain mojibake in names/cities.
GM-00502,in-store,CUST-000785,Ava Müller,ava.mller133@hotmail.com,ORD-NTGXH2YL,In-Store,Ava Müller,35.0,Prefer not to say,Australia,Sports & Fitness,1.0,398.68,8.2,15.53,2.54465112,PayPal,Completed,0,4.0,347,0,1,414.62,New,,2025-05-25,,,api_stream_v2,Potential duplicate from API retry.
GM-01194,Call Center,CUST-000201,François François,franois.franois786@gmail.com,ORD-TETRY5L3,Call Center,François François,,Female,Philippines,Electronics,2.0,,1.7,266.17,6.183,PayPal,Failed,0,1.0,503,1,0,5.97,New,2024-01-11,,,,batch_A_utf8,Duplicate order records possible due to API retry.
GM-00835,web,CUST-000116,Jürgen Gonzales,jrgen.gonzales530@yahoo.com,ORD-1YGA0IDM,Web,Jürgen Gonzales,75.0,,Germany,Home & Kitchen,,225.63,0.4,11.98,7753.0,Apple Pay,Completed,,4.0,443,0,,551.04,At Risk,2025-11-02,2025-11-30,28,Asia/Manila,batch_A_utf8,Potential duplicate from API retry.
GM-01670,partner-api,CUST-001339,Mia Dubois,mia.dubois725@outlook.com,ORD-239U4VFT,Partner-API,Mia Dubois,17.0,Female,Singapore,Books & Media,2.0,22.63,17.4,35.33,0.455,Bank Transfer,Completed,0,3.0,471,14,1,31.73,New,2025-05-09,2025-06-06,28,CET,batch_B_latin1,Legacy export may contain mojibake in names/cities.
GM-00485,mobile,CUST-001196,Zoë Tan,zo.tan62@gmail.com,ORD-E9XQVW7T,Mobile App,Zoë Tan,42.0,Female,Canada,Sports & Fitness,,322.2,2.0,41.63,7.819,Apple Pay,Completed,0,4.0,,6,0,414.99,Loyal,2026-01-21,2026-01-29,8,UTC+8,batch_B_latin1,Dates came from mixed regional settings.
GM-01229,Call Center,CUST-001293,LÃ©a Brown,la.brown48@company.com,ORD-6GZSVDHP,Call Center,Léa Brown,23.0,Female,Switzerland,Sports & Fitness,1.0,207.31,6.0,26.19,,Debit Card,Completed,0,,460,22,1,1487.26,Occasional,2024-12-05,2025-04-01,117,,legacy_excel_export,Duplicate order records possible due to API retry.
GM-01706,WEB,CUST-000012,Sofia O’Connor,sofia.oconnor at gmai.com,ORD-DQ1VCFD0,Web,Sofia O'Connor,59.0,Female,Singapore,Sports & Fitness,4.0,214.33,,15.67,3.2068954400000003,Cash on Delivery,Completed,0,1.0,0,10,1,54.54,Occasional,2024-02-03,2024-02-18,15,PHT,batch_C_windows1252,Some returns are recorded only in support tickets.
GM-01708,marketplace,CUST-001108,Björk Lopez,bjrk.lopez319@gmail.com,ORD-ZN1YEHC6,Marketplace,Björk Lopez,44.0,Female,Japan,Books & Media,1.0,4214.4,19.0,,6.61,Cash on Delivery,Pending,0,1.0,579,17,0,409.21,New,2025-06-22,2025-07-05,13,Europe/Zurich,batch_C_windows1252,
